return_id;receipt_no;store_code;sku;qty;reason;return_date
RT-000618;R-0046703;ST-004;SKU-00284;1;Sifatsiz mahsulot;23.02.2026
RT-000619;R-0035809;ST-004;SKU-00459;1;Xaridor fikri o'zgardi;07.02.2026
RT-000620;R-0049775;ST-003;SKU-00428;1;Noto'g'ri tovar berilgan;03.03.2026
RT-000621;R-0030723;ST-004;SKU-00291;1;Sifatsiz mahsulot;04.01.2026
RT-000622;R-0039602;ST-001;SKU-00426;1;Sifatsiz mahsulot;18.02.2026
RT-000623;R-0033166;ST-007;SKU-00182;3;Sifatsiz mahsulot;12.01.2026
RT-000624;R-0044389;ST-008;SKU-00215;1;Qadoq shikastlangan;17.02.2026
RT-000625;R-0032103;ST-004;SKU-00354;1;Kafolat holati;09.01.2026
RT-000626;R-0043667;ST-002;SKU-00061;1;Sifatsiz mahsulot;14.02.2026
RT-000627;R-0050892;ST-008;SKU-00446;1;Xaridor fikri o'zgardi;12.03.2026
RT-000628;R-0032148;ST-006;SKU-00264;1;Muddati o'tgan;08.01.2026
RT-000629;R-0050091;ST-001;SKU-00440;1;Muddati o'tgan;09.03.2026
RT-000630;R-0035356;ST-003;SKU-00226;1;Xaridor fikri o'zgardi;06.02.2026
RT-000631;R-0039382;ST-004;SKU-00102;2;Muddati o'tgan;01.02.2026
RT-000632;R-0033151;ST-007;SKU-00305;2;Noto'g'ri tovar berilgan;21.01.2026
RT-000633;R-0036402;ST-003;SKU-00360;1;Muddati o'tgan;05.02.2026
RT-000634;R-0045446;ST-004;SKU-00111;3;Kafolat holati;08.03.2026
RT-000635;R-0051405;ST-005;SKU-00417;1;Sifatsiz mahsulot;21.03.2026
RT-000636;R-0043351;ST-002;SKU-00448;1;Qadoq shikastlangan;12.02.2026
RT-000637;R-0050555;ST-007;SKU-00491;1;Kafolat holati;14.03.2026
RT-000638;R-0038045;ST-002;SKU-00334;1;Kafolat holati;30.01.2026
RT-000639;R-0047997;ST-009;SKU-00142;2;Noto'g'ri tovar berilgan;06.03.2026
RT-000640;R-0050883;ST-008;SKU-00347;1;Qadoq shikastlangan;21.03.2026
RT-000641;R-0038835;ST-005;SKU-00458;2;;02.02.2026
RT-000642;R-0041815;ST-008;SKU-00390;1;Sifatsiz mahsulot;19.02.2026
RT-000643;R-0049495;ST-006;SKU-00124;1;Sifatsiz mahsulot;01.03.2026
RT-000644;R-0039649;ST-002;SKU-00305;1;Muddati o'tgan;17.02.2026
RT-000645;R-0050697;;SKU-00499;2;Noto'g'ri tovar berilgan;17.03.2026
RT-000646;R-0037059;ST-003;SKU-00222;1;Kafolat holati;02.02.2026
RT-000647;R-0043565;ST-011;SKU-00084;1;Muddati o'tgan;27.02.2026
RT-000648;R-0046467;ST-007;SKU-00305;2;Xaridor fikri o'zgardi;20.02.2026
RT-000649;R-0046763;ST-006;SKU-00182;8;Muddati o'tgan;02.03.2026
RT-000650;R-0050064;ST-012;SKU-00079;1;Sifatsiz mahsulot;07.03.2026
RT-000651;R-0049579;ST-008;SKU-00160;3;Sifatsiz mahsulot;03.03.2026
RT-000652;R-0049386;ST-003;SKU-00346;2;Xaridor fikri o'zgardi;09.03.2026
RT-000653;R-0050464;ST-003;SKU-00152;2;Muddati o'tgan;05.03.2026
RT-000654;R-0043279;ST-011;SKU-00118;1;Noto'g'ri tovar berilgan;26.02.2026
RT-000655;R-0037942;ST-011;SKU-00016;1;Noto'g'ri tovar berilgan;10.02.2026
RT-000656;R-0038207;ST-006;SKU-00158;4;Qadoq shikastlangan;25.01.2026
RT-000657;R-0036540;ST-008;SKU-00141;1;Qadoq shikastlangan;02.02.2026
RT-000658;R-0042239;ST-001;SKU-00229;1;Noto'g'ri tovar berilgan;08.02.2026
RT-000659;R-0039527;ST-009;SKU-00069;1;Qadoq shikastlangan;29.01.2026
RT-000660;R-0046832;ST-009;SKU-00411;5;Noto'g'ri tovar berilgan;25.02.2026
RT-000661;R-0036324;ST-011;SKU-00339;3;Qadoq shikastlangan;07.02.2026
RT-000662;R-0038505;ST-004;SKU-00377;1;Qadoq shikastlangan;02.02.2026
RT-000663;R-0041730;ST-004;SKU-00010;1;Xaridor fikri o'zgardi;23.02.2026
RT-000664;R-0051867;ST-008;SKU-00240;5;Kafolat holati;08.03.2026
RT-000665;R-0041027;ST-012;SKU-00203;2;Noto'g'ri tovar berilgan;20.02.2026
RT-000666;R-0050834;ST-005;SKU-00206;3;Kafolat holati;09.03.2026
RT-000667;R-0042988;ST-012;SKU-00481;1;;20.02.2026
RT-000668;R-0051176;ST-007;SKU-00053;1;Noto'g'ri tovar berilgan;19.03.2026
RT-000669;R-0045958;ST-012;SKU-00046;1;Sifatsiz mahsulot;25.02.2026
RT-000670;R-0030278;ST-012;SKU-00365;1;Noto'g'ri tovar berilgan;11.01.2026
RT-000671;R-0033932;ST-007;SKU-00347;1;Xaridor fikri o'zgardi;22.01.2026
RT-000672;R-0048274;ST-008;SKU-00074;1;Muddati o'tgan;27.02.2026
RT-000673;R-0051529;ST-009;SKU-00053;1;Kafolat holati;10.03.2026
RT-000674;R-0037488;ST-008;SKU-00258;1;Xaridor fikri o'zgardi;23.01.2026
RT-000675;R-0044017;ST-005;SKU-00043;1;Qadoq shikastlangan;10.02.2026
RT-000676;R-0038782;ST-003;SKU-00338;1;Qadoq shikastlangan;13.02.2026
RT-000677;R-0052092;ST-003;SKU-00302;1;Muddati o'tgan;12.03.2026
RT-000678;R-0037996;ST-012;SKU-00304;1;Muddati o'tgan;11.02.2026
RT-000679;R-9254735;ST-005;SKU-00186;2;;18.03.2026
RT-000680;R-0040327;ST-001;SKU-00396;1;Noto'g'ri tovar berilgan;09.02.2026
RT-000681;R-0040923;ST-009;SKU-00313;2;Noto'g'ri tovar berilgan;02.02.2026
RT-000682;R-0036932;ST-010;SKU-00390;1;Noto'g'ri tovar berilgan;28.01.2026
RT-000683;R-0045234;ST-009;SKU-00343;1;Qadoq shikastlangan;18.02.2026
RT-000684;R-0036896;ST-009;SKU-00444;1;Qadoq shikastlangan;10.02.2026
RT-000685;R-0049706;;SKU-00431;2;Xaridor fikri o'zgardi;07.03.2026
RT-000686;R-0048099;ST-002;SKU-00072;2;Qadoq shikastlangan;28.02.2026
RT-000687;R-0049999;ST-010;SKU-00064;2;Muddati o'tgan;14.03.2026
RT-000688;R-0033220;ST-009;SKU-00087;1;Kafolat holati;27.01.2026
RT-000689;R-0031262;ST-008;SKU-00266;1;Qadoq shikastlangan;07.01.2026
RT-000690;R-0031372;ST-011;SKU-00015;1;Sifatsiz mahsulot;22.01.2026
RT-000691;R-0031864;ST-007;SKU-00159;3;Sifatsiz mahsulot;03.01.2026
RT-000692;R-0051751;ST-005;SKU-00010;1;Sifatsiz mahsulot;20.03.2026
RT-000693;R-0044890;ST-011;SKU-00013;1;Muddati o'tgan;03.03.2026
RT-000694;R-0045936;ST-011;SKU-00239;1;Xaridor fikri o'zgardi;25.02.2026
RT-000695;R-0049032;ST-001;SKU-00117;4;Muddati o'tgan;27.02.2026
RT-000696;R-0051649;ST-002;SKU-00211;3;Muddati o'tgan;17.03.2026
RT-000697;R-0043050;ST-002;SKU-00078;1;Noto'g'ri tovar berilgan;09.02.2026
RT-000698;R-0048694;ST-012;SKU-00275;3;Muddati o'tgan;27.02.2026
RT-000699;R-0046111;;SKU-00384;1;Noto'g'ri tovar berilgan;19.02.2026
RT-000700;R-0051485;ST-008;SKU-00223;1;Kafolat holati;22.03.2026
RT-000701;R-0036339;ST-012;SKU-00406;2;Muddati o'tgan;05.02.2026
RT-000702;R-0033645;ST-009;SKU-00170;3;Kafolat holati;15.01.2026
RT-000703;R-0045551;ST-009;SKU-00438;1;Qadoq shikastlangan;25.02.2026
RT-000704;R-0046287;ST-012;SKU-00462;4;Muddati o'tgan;20.02.2026
RT-000705;R-0043429;ST-006;SKU-00071;2;Sifatsiz mahsulot;21.02.2026
RT-000706;R-0051931;ST-010;SKU-00262;1;Xaridor fikri o'zgardi;16.03.2026
RT-000707;R-0031141;ST-004;SKU-00334;4;Noto'g'ri tovar berilgan;06.01.2026
RT-000708;R-0038793;ST-004;SKU-00230;1;Qadoq shikastlangan;02.02.2026
RT-000709;R-0039411;ST-005;SKU-00260;3;Xaridor fikri o'zgardi;15.02.2026
RT-000710;R-0031030;ST-001;SKU-00192;2;Sifatsiz mahsulot;11.01.2026
RT-000711;R-0050796;ST-004;SKU-00442;1;Xaridor fikri o'zgardi;23.03.2026
RT-000712;R-0051786;ST-006;SKU-00040;2;Noto'g'ri tovar berilgan;13.03.2026
RT-000713;R-0036266;ST-009;SKU-00078;1;Sifatsiz mahsulot;31.01.2026
RT-000714;R-0048247;ST-007;SKU-00371;1;Qadoq shikastlangan;16.03.2026
RT-000715;R-0035984;ST-010;SKU-00003;2;Kafolat holati;28.01.2026
RT-000716;R-0035214;ST-010;SKU-00212;4;Muddati o'tgan;31.01.2026
RT-000717;R-0039450;ST-006;SKU-00057;1;Sifatsiz mahsulot;29.01.2026
RT-000718;R-0033912;ST-006;SKU-00201;2;Muddati o'tgan;23.01.2026
RT-000719;R-0043727;ST-005;SKU-00288;1;Muddati o'tgan;20.02.2026
RT-000720;R-0031121;ST-004;SKU-00467;1;Xaridor fikri o'zgardi;10.01.2026
RT-000721;R-0038920;ST-009;SKU-00046;1;Sifatsiz mahsulot;02.02.2026
RT-000722;R-0032461;ST-006;SKU-00257;1;Qadoq shikastlangan;23.01.2026
RT-000723;R-0049044;ST-001;SKU-00101;2;Xaridor fikri o'zgardi;03.03.2026
RT-000724;R-0042690;ST-003;SKU-00208;1;Noto'g'ri tovar berilgan;11.02.2026
RT-000725;R-0044552;ST-002;SKU-00036;1;Sifatsiz mahsulot;08.02.2026
RT-000726;R-0042350;ST-004;SKU-00073;1;;20.02.2026
RT-000727;R-0045922;ST-010;SKU-00328;2;Qadoq shikastlangan;05.03.2026
RT-000728;R-0051400;ST-005;SKU-00058;1;Qadoq shikastlangan;25.03.2026
RT-000729;R-0043476;ST-007;SKU-00077;1;Qadoq shikastlangan;19.02.2026
RT-000730;R-0031246;ST-007;SKU-00339;1;Xaridor fikri o'zgardi;22.01.2026
RT-000731;R-0041998;ST-003;SKU-00187;2;Qadoq shikastlangan;19.02.2026
RT-000732;R-0046764;ST-006;SKU-00295;1;Noto'g'ri tovar berilgan;07.03.2026
RT-000733;R-0031027;ST-001;SKU-00087;1;Noto'g'ri tovar berilgan;20.01.2026
RT-000734;R-0038166;ST-005;SKU-00005;1;Xaridor fikri o'zgardi;10.02.2026
RT-000735;R-0039689;ST-004;SKU-00030;3;Sifatsiz mahsulot;01.02.2026
RT-000736;R-0051330;ST-002;SKU-00070;1;Kafolat holati;18.03.2026
RT-000737;R-0040991;ST-011;SKU-00172;1;Sifatsiz mahsulot;20.02.2026
RT-000738;R-0044740;ST-007;SKU-00223;1;Muddati o'tgan;28.02.2026
RT-000739;R-0049708;ST-001;SKU-00377;2;Xaridor fikri o'zgardi;05.03.2026
RT-000740;R-0037314;ST-012;SKU-00461;2;Xaridor fikri o'zgardi;09.02.2026
RT-000741;R-0048692;ST-012;SKU-00148;1;Noto'g'ri tovar berilgan;12.03.2026
RT-000742;R-0050513;ST-005;SKU-00167;2;Noto'g'ri tovar berilgan;04.03.2026
RT-000743;R-0046287;ST-012;SKU-00009;1;Kafolat holati;06.03.2026
RT-000744;R-0049241;ST-009;SKU-00396;1;Kafolat holati;14.03.2026
RT-000745;R-0047970;ST-008;SKU-00001;1;Noto'g'ri tovar berilgan;24.02.2026
RT-000746;R-0041809;ST-008;SKU-00042;1;;13.02.2026
RT-000747;R-0037257;ST-010;SKU-00093;1;Muddati o'tgan;07.02.2026
RT-000748;R-0033910;ST-006;SKU-00019;1;Noto'g'ri tovar berilgan;01.02.2026
RT-000749;R-0040796;ST-004;SKU-00310;1;Sifatsiz mahsulot;08.02.2026
RT-000750;R-0045584;ST-010;SKU-00293;2;Xaridor fikri o'zgardi;26.02.2026
RT-000751;R-0048290;ST-008;SKU-00399;4;Qadoq shikastlangan;28.02.2026
RT-000752;R-0033539;ST-006;SKU-00171;1;Noto'g'ri tovar berilgan;26.01.2026
RT-000753;R-0037014;;SKU-00448;1;Noto'g'ri tovar berilgan;06.02.2026
RT-000754;R-0043067;ST-002;SKU-00157;2;Sifatsiz mahsulot;28.02.2026
RT-000755;R-0032218;ST-009;SKU-00477;3;Noto'g'ri tovar berilgan;10.01.2026
RT-000756;R-0048958;ST-010;SKU-00253;1;Kafolat holati;17.03.2026
RT-000757;R-0051473;ST-007;SKU-00265;1;Muddati o'tgan;21.03.2026
RT-000758;R-0051108;ST-004;SKU-00074;4;Muddati o'tgan;19.03.2026
RT-000759;R-0031531;ST-005;SKU-00102;1;Qadoq shikastlangan;24.01.2026
RT-000760;R-0030896;ST-009;SKU-00355;2;Noto'g'ri tovar berilgan;20.01.2026
RT-000761;R-0037069;ST-003;SKU-00396;6;Kafolat holati;03.02.2026
RT-000762;R-0040364;ST-002;SKU-00092;1;Kafolat holati;20.02.2026
RT-000763;R-0036997;ST-012;SKU-00466;1;Kafolat holati;26.01.2026
RT-000764;R-0051512;ST-009;SKU-00440;1;Qadoq shikastlangan;24.03.2026
RT-000765;R-0035588;ST-010;SKU-00429;1;Muddati o'tgan;17.01.2026
RT-000766;R-0033315;ST-012;SKU-00478;1;Xaridor fikri o'zgardi;30.01.2026
RT-000767;R-0050933;ST-010;SKU-00154;2;Kafolat holati;14.03.2026
RT-000768;R-0034641;ST-011;SKU-00052;1;Sifatsiz mahsulot;22.01.2026
RT-000769;R-0032686;ST-003;SKU-00139;1;Muddati o'tgan;12.01.2026
RT-000770;R-0041362;ST-002;SKU-00483;2;Noto'g'ri tovar berilgan;09.02.2026
RT-000771;R-0050715;ST-001;SKU-00047;1;Kafolat holati;18.03.2026
RT-000772;R-0038024;ST-001;SKU-00390;3;Sifatsiz mahsulot;25.01.2026
RT-000773;R-0050228;ST-006;SKU-00346;1;Xaridor fikri o'zgardi;07.03.2026
RT-000774;R-0033218;ST-009;SKU-00031;1;Qadoq shikastlangan;18.01.2026
RT-000775;R-0038830;ST-005;SKU-00238;1;Sifatsiz mahsulot;27.01.2026
RT-000776;R-0051417;ST-005;SKU-00083;1;Xaridor fikri o'zgardi;23.03.2026
RT-000777;R-0038276;ST-008;SKU-00223;1;Muddati o'tgan;28.01.2026
RT-000778;R-0041098;ST-003;SKU-00202;1;Qadoq shikastlangan;02.02.2026
RT-000779;R-0040135;ST-008;SKU-00237;1;Sifatsiz mahsulot;08.02.2026
RT-000780;R-0046573;ST-011;SKU-00090;1;Kafolat holati;08.03.2026
RT-000781;R-0044657;ST-005;SKU-00419;2;Kafolat holati;23.02.2026
RT-000782;R-0051906;ST-009;SKU-00256;4;Sifatsiz mahsulot;16.03.2026
RT-000783;R-0035060;ST-004;SKU-00300;1;Kafolat holati;17.01.2026
RT-000784;R-0032250;ST-010;SKU-00103;1;Qadoq shikastlangan;07.01.2026
RT-000785;R-0043238;ST-009;SKU-00221;1;Muddati o'tgan;17.02.2026
RT-000786;R-0048918;ST-008;SKU-00296;1;Qadoq shikastlangan;04.03.2026
RT-000787;R-0049565;ST-008;SKU-00087;1;Sifatsiz mahsulot;14.03.2026
RT-000788;R-0044214;ST-012;SKU-00324;2;Kafolat holati;13.02.2026
RT-000789;R-0050419;ST-002;SKU-00348;1;Kafolat holati;12.03.2026
RT-000790;R-0037458;ST-007;SKU-00448;4;Muddati o'tgan;29.01.2026
RT-000791;R-0041787;ST-007;SKU-00295;3;Xaridor fikri o'zgardi;05.02.2026
RT-000792;R-0048439;ST-002;SKU-00085;1;Noto'g'ri tovar berilgan;02.03.2026
RT-000793;R-0052247;ST-008;SKU-00229;1;Muddati o'tgan;27.03.2026
RT-000794;R-0050069;ST-012;SKU-00171;2;Sifatsiz mahsulot;11.03.2026
RT-000795;R-0048749;ST-002;SKU-00399;1;Qadoq shikastlangan;14.03.2026
RT-000796;R-0037849;ST-008;SKU-00314;1;Noto'g'ri tovar berilgan;29.01.2026
RT-000797;R-0034256;ST-007;SKU-00266;1;;31.01.2026
RT-000798;R-0051065;ST-002;SKU-00005;1;Xaridor fikri o'zgardi;12.03.2026
RT-000799;R-0033853;ST-004;SKU-00488;1;Sifatsiz mahsulot;27.01.2026
RT-000800;R-0051300;ST-001;SKU-00113;1;Kafolat holati;20.03.2026
RT-000801;R-0034963;ST-012;SKU-00397;1;Noto'g'ri tovar berilgan;16.01.2026
RT-000802;R-0034594;ST-010;SKU-00463;2;Muddati o'tgan;18.01.2026
RT-000803;R-0048179;ST-005;SKU-00188;1;Muddati o'tgan;01.03.2026
RT-000804;R-0046320;ST-001;SKU-00270;1;Kafolat holati;20.02.2026
RT-000805;R-0032714;ST-004;SKU-00428;1;Noto'g'ri tovar berilgan;20.01.2026
RT-000806;R-0031364;ST-011;SKU-00341;1;Xaridor fikri o'zgardi;16.01.2026
RT-000807;R-0042931;ST-010;SKU-00389;1;Qadoq shikastlangan;15.02.2026
RT-000808;R-0035838;ST-005;SKU-00198;1;Qadoq shikastlangan;18.01.2026
RT-000809;R-0046378;ST-003;SKU-00296;2;Noto'g'ri tovar berilgan;19.02.2026
RT-000810;R-0035728;ST-002;SKU-00128;1;Sifatsiz mahsulot;27.01.2026
RT-000811;R-0036713;ST-002;SKU-00339;1;Qadoq shikastlangan;01.02.2026
RT-000812;R-0030297;ST-001;SKU-00209;4;Xaridor fikri o'zgardi;10.01.2026
RT-000813;R-0044306;ST-004;SKU-00117;1;Sifatsiz mahsulot;02.03.2026
RT-000814;R-0038971;ST-011;SKU-00202;7;Xaridor fikri o'zgardi;12.02.2026
RT-000815;R-0050774;ST-003;SKU-00436;1;Muddati o'tgan;05.03.2026
RT-000816;R-0035822;ST-005;SKU-00351;8;Xaridor fikri o'zgardi;28.01.2026
RT-000817;R-0031995;ST-012;SKU-00325;1;Qadoq shikastlangan;12.01.2026
RT-000818;R-0037371;ST-002;SKU-00498;1;Kafolat holati;09.02.2026
RT-000819;R-0034301;ST-010;SKU-00418;2;Muddati o'tgan;27.01.2026
RT-000820;R-0044384;ST-007;SKU-00171;1;Muddati o'tgan;05.03.2026
RT-000821;R-0032060;ST-003;SKU-00299;1;Muddati o'tgan;16.01.2026
RT-000822;R-0046975;ST-002;SKU-00235;1;Qadoq shikastlangan;25.02.2026
RT-000823;R-0052005;ST-001;SKU-00447;1;Muddati o'tgan;09.03.2026
RT-000824;R-0049088;ST-003;SKU-00068;1;Qadoq shikastlangan;01.03.2026
RT-000825;R-0046160;ST-007;SKU-00325;2;Muddati o'tgan;05.03.2026
RT-000826;R-0039321;ST-001;SKU-00330;1;Qadoq shikastlangan;06.02.2026
RT-000827;R-0043643;ST-002;SKU-00226;1;Kafolat holati;22.02.2026
RT-000828;R-0048239;ST-006;SKU-00495;1;Muddati o'tgan;09.03.2026
RT-000829;R-0030012;ST-001;SKU-00407;2;Qadoq shikastlangan;02.01.2026
RT-000830;R-0047198;ST-009;SKU-00129;1;Kafolat holati;05.03.2026
RT-000831;R-0044362;ST-006;SKU-00193;1;Kafolat holati;21.02.2026
RT-000832;R-0041944;ST-001;SKU-00067;5;Noto'g'ri tovar berilgan;26.02.2026
RT-000833;R-0034589;ST-010;SKU-00470;1;Noto'g'ri tovar berilgan;01.02.2026
RT-000834;R-0046772;ST-006;SKU-00093;3;Noto'g'ri tovar berilgan;04.03.2026
RT-000835;R-0034572;ST-009;SKU-00288;1;Sifatsiz mahsulot;19.01.2026
RT-000836;R-0050887;ST-008;SKU-00471;4;Xaridor fikri o'zgardi;10.03.2026
RT-000837;R-0051342;ST-003;SKU-00164;1;Xaridor fikri o'zgardi;11.03.2026
RT-000838;R-0030204;ST-009;SKU-00297;1;Muddati o'tgan;04.01.2026
RT-000839;R-0038606;ST-008;SKU-00180;2;Xaridor fikri o'zgardi;05.02.2026
RT-000840;R-0044846;ST-010;SKU-00339;1;Noto'g'ri tovar berilgan;16.02.2026
RT-000841;R-0037266;ST-010;SKU-00101;2;Muddati o'tgan;22.01.2026
RT-000842;R-0032730;ST-004;SKU-00124;1;Noto'g'ri tovar berilgan;18.01.2026
RT-000843;R-0049854;ST-005;SKU-00114;6;Noto'g'ri tovar berilgan;19.03.2026
RT-000844;R-0034027;ST-010;SKU-00359;1;Sifatsiz mahsulot;01.02.2026
RT-000845;R-0030392;ST-004;SKU-00494;2;Xaridor fikri o'zgardi;14.01.2026
RT-000846;R-0051149;ST-006;SKU-00328;3;Qadoq shikastlangan;07.03.2026
RT-000847;R-0047529;ST-006;SKU-00466;2;Noto'g'ri tovar berilgan;23.02.2026
RT-000848;R-0034153;ST-003;SKU-00324;1;Kafolat holati;01.02.2026
RT-000849;R-0042371;ST-005;SKU-00333;1;Noto'g'ri tovar berilgan;13.02.2026
RT-000850;R-0044407;ST-009;SKU-00289;2;Xaridor fikri o'zgardi;05.03.2026
RT-000851;R-0037775;ST-006;SKU-00027;1;Qadoq shikastlangan;10.02.2026
RT-000852;R-0030814;ST-007;SKU-00308;4;Noto'g'ri tovar berilgan;11.01.2026
RT-000853;R-0035061;ST-004;SKU-00271;1;Sifatsiz mahsulot;04.02.2026
RT-000854;R-0046782;ST-007;SKU-00099;3;Kafolat holati;06.03.2026
RT-000855;R-0045337;ST-012;SKU-00051;1;Xaridor fikri o'zgardi;19.02.2026
RT-000856;R-0048802;ST-004;SKU-00196;2;Kafolat holati;11.03.2026
RT-000857;R-0034204;ST-005;SKU-00481;1;Noto'g'ri tovar berilgan;19.01.2026
RT-000858;R-0042064;ST-006;SKU-00073;1;Xaridor fikri o'zgardi;10.02.2026
RT-000859;R-0040288;ST-012;SKU-00499;1;Qadoq shikastlangan;01.02.2026
RT-000860;R-0036310;ST-011;SKU-00074;1;Qadoq shikastlangan;31.01.2026
RT-000861;R-0034295;ST-009;SKU-00003;1;Kafolat holati;31.01.2026
RT-000862;R-0051385;ST-004;SKU-00010;5;Noto'g'ri tovar berilgan;24.03.2026
RT-000863;R-0043138;ST-005;SKU-00417;1;Xaridor fikri o'zgardi;28.02.2026
RT-000864;R-0034519;ST-007;SKU-00212;1;Noto'g'ri tovar berilgan;24.01.2026
RT-000865;R-0039362;ST-003;SKU-00161;3;Noto'g'ri tovar berilgan;13.02.2026
RT-000866;R-0040365;ST-002;SKU-00232;1;Noto'g'ri tovar berilgan;16.02.2026
RT-000867;R-0041563;ST-009;SKU-00004;1;Xaridor fikri o'zgardi;10.02.2026
RT-000868;R-0042600;ST-012;SKU-00154;3;;19.02.2026
RT-000869;R-0043104;ST-004;SKU-00148;2;Sifatsiz mahsulot;05.02.2026
RT-000870;R-0037953;ST-011;SKU-00315;1;Xaridor fikri o'zgardi;24.01.2026
RT-000871;R-0040506;ST-007;SKU-00341;2;Qadoq shikastlangan;09.02.2026
RT-000872;R-0051373;ST-004;SKU-00407;4;Noto'g'ri tovar berilgan;09.03.2026
RT-000873;R-0048532;ST-005;SKU-00387;1;Xaridor fikri o'zgardi;15.03.2026
RT-000874;R-0038262;ST-008;SKU-00442;1;Qadoq shikastlangan;08.02.2026
RT-000875;R-0043943;ST-002;SKU-00428;1;Noto'g'ri tovar berilgan;13.02.2026
RT-000876;R-0050940;ST-010;SKU-00409;1;Sifatsiz mahsulot;21.03.2026
RT-000877;R-0046403;;SKU-00413;1;Xaridor fikri o'zgardi;20.02.2026
RT-000878;R-0047829;ST-003;SKU-00071;1;Kafolat holati;12.03.2026
RT-000879;R-0037163;ST-007;SKU-00420;2;Sifatsiz mahsulot;24.01.2026
RT-000880;R-0030683;ST-002;SKU-00097;1;Kafolat holati;12.01.2026
RT-000881;R-0041925;ST-001;SKU-00153;2;Kafolat holati;10.02.2026
RT-000882;R-0047854;ST-004;SKU-00141;2;;03.03.2026
RT-000883;R-0033834;ST-004;SKU-00009;1;Qadoq shikastlangan;28.01.2026
RT-000884;R-0044946;ST-001;SKU-00048;1;Muddati o'tgan;16.02.2026
RT-000885;R-0039056;ST-002;SKU-00270;2;Qadoq shikastlangan;15.02.2026
RT-000886;R-0031110;ST-003;SKU-00472;1;Kafolat holati;17.01.2026
RT-000887;R-0051762;ST-005;SKU-00133;1;Kafolat holati;05.03.2026
RT-000888;R-0045871;ST-009;SKU-00179;1;Noto'g'ri tovar berilgan;03.03.2026
RT-000889;R-0041317;ST-012;SKU-00002;4;Sifatsiz mahsulot;23.02.2026
RT-000890;R-0035356;ST-003;SKU-00270;1;Kafolat holati;09.01.2026
RT-000891;R-0042247;ST-001;SKU-00232;1;Xaridor fikri o'zgardi;21.02.2026
RT-000892;R-0038814;ST-004;SKU-00184;1;Noto'g'ri tovar berilgan;27.01.2026
RT-000893;R-0033710;ST-012;SKU-00053;1;Xaridor fikri o'zgardi;07.01.2026
RT-000894;R-0032150;ST-006;SKU-00176;1;Muddati o'tgan;22.01.2026
RT-000895;R-0030929;ST-010;SKU-00312;1;Kafolat holati;14.01.2026
RT-000896;R-0052089;ST-003;SKU-00452;1;Xaridor fikri o'zgardi;23.03.2026
RT-000897;R-0033726;ST-012;SKU-00472;1;Sifatsiz mahsulot;29.01.2026
RT-000898;R-0051218;ST-008;SKU-00228;1;Muddati o'tgan;15.03.2026
RT-000899;R-0032645;ST-001;SKU-00221;1;Qadoq shikastlangan;09.01.2026
RT-000900;R-0034569;ST-009;SKU-00332;2;Qadoq shikastlangan;15.01.2026
RT-000901;R-0030645;ST-002;SKU-00033;1;Kafolat holati;06.01.2026
RT-000902;R-0046128;ST-005;SKU-00183;1;Sifatsiz mahsulot;02.03.2026
RT-000903;R-0040113;ST-007;SKU-00438;1;Qadoq shikastlangan;18.02.2026
RT-000904;R-0041843;ST-009;SKU-00359;1;Kafolat holati;09.02.2026
RT-000905;R-0034652;ST-012;SKU-00321;1;Qadoq shikastlangan;25.01.2026
RT-000906;R-0033731;ST-012;SKU-00403;1;Sifatsiz mahsulot;15.01.2026
RT-000907;R-0034387;ST-001;SKU-00049;1;Kafolat holati;29.01.2026
RT-000908;R-0033439;ST-003;SKU-00283;2;Sifatsiz mahsulot;26.01.2026
RT-000909;R-0040840;;SKU-00073;1;Sifatsiz mahsulot;21.02.2026
RT-000910;R-0034719;ST-003;SKU-00407;2;Muddati o'tgan;12.01.2026
RT-000911;R-0041662;ST-001;SKU-00486;1;Muddati o'tgan;24.02.2026
RT-000912;R-0044373;ST-007;SKU-00277;1;Kafolat holati;24.02.2026
RT-000913;R-0047544;ST-006;SKU-00043;3;Sifatsiz mahsulot;01.03.2026
RT-000914;R-0033232;ST-009;SKU-00019;3;Muddati o'tgan;18.01.2026
RT-000915;R-0052236;ST-008;SKU-00337;2;Kafolat holati;08.03.2026
RT-000916;R-0049154;ST-006;SKU-00191;1;Muddati o'tgan;11.03.2026
RT-000917;R-0032136;ST-005;SKU-00051;1;Kafolat holati;16.01.2026
RT-000918;R-0032966;ST-002;SKU-00058;1;Muddati o'tgan;13.01.2026
RT-000919;R-0030086;ST-004;SKU-00044;2;Xaridor fikri o'zgardi;05.01.2026
RT-000920;R-0033090;ST-005;SKU-00217;1;Noto'g'ri tovar berilgan;26.01.2026
RT-000921;R-0039356;ST-003;SKU-00139;2;Xaridor fikri o'zgardi;30.01.2026
RT-000922;R-0051725;ST-004;SKU-00438;1;Noto'g'ri tovar berilgan;14.03.2026
RT-000923;R-0043319;ST-001;SKU-00408;1;Kafolat holati;14.02.2026
RT-000924;R-0036580;ST-010;SKU-00167;1;Muddati o'tgan;24.01.2026
RT-000925;R-0051112;ST-004;SKU-00458;1;Kafolat holati;08.03.2026
RT-000926;R-0040618;ST-010;SKU-00397;1;Sifatsiz mahsulot;20.02.2026
RT-000927;R-0047690;ST-010;SKU-00260;5;Noto'g'ri tovar berilgan;14.03.2026
